join_date,last_purchase_date,age,gender,location,number_of_site_visits,number_of_emails_opened,number_of_clicks,transaction_id,transaction_amount,campaign_id,AvgOrderVal,customer_lifespan_days,Customerlifetime_Years,recency,frequency,monetary,r_rank,f_rank,m_rank,rfm_score,rfm_segment
2023-03-03,2023-09-12,20,0,Port Ruthfort,23,34,10,23,13399,,583,193,1,294,23,13398.53,4,5,5,455,Frequent Customers
2020-06-05,2022-12-28,31,0,Lake Antonio,245,105,39,16,11245,2.0,703,936,3,557,16,11245.3,2,4,4,244,Others
2023-05-16,2023-11-03,69,0,South Stacey,42,32,4,11,4915,2.0,447,171,1,252,11,4915.49,4,3,2,432,Others
2023-03-31,2023-07-02,30,0,Lake Nicholasfort,34,14,3,18,14063,1.0,781,93,1,367,18,14062.710000000001,3,4,5,345,Big Spenders
2021-08-09,2024-05-01,21,0,South Susanland,34,91,26,6,4283,,714,996,3,135,6,4282.84,5,2,2,522,Loyal Customers
2022-07-05,2022-11-04,59,1,Molinaport,56,23,2,20,14770,,739,122,1,623,20,14770.22,2,4,5,245,Big Spenders
2020-03-22,2020-08-03,40,0,East Michele,62,14,12,22,12552,3.0,571,134,1,1440,22,12551.75,1,5,5,155,Frequent Customers
2020-06-24,2021-03-24,51,1,North Sandrahaven,45,5,3,16,7369,2.0,461,273,1,1207,16,7369.15,1,4,3,143,Others
2023-09-23,2024-04-15,67,1,Alvaradofurt,56,17,18,23,15829,1.0,688,205,1,99,23,15829.36,5,5,5,555,Best Customers
2020-10-30,2022-05-28,48,0,Colleenland,173,63,1,2,253,3.0,127,575,2,1140,2,253.26999999999998,1,1,1,111,At Risk
2021-03-09,2021-11-14,48,1,Underwoodchester,7,14,3,18,9636,,535,250,1,968,18,9635.67,1,4,4,144,Others
2023-09-04,2024-05-27,19,1,Nguyenstad,118,4,1,25,15811,2.0,632,266,1,54,25,15810.54,5,5,5,555,Best Customers
2022-12-06,2024-01-04,35,0,Katieland,77,29,12,24,15861,,661,394,2,211,24,15861.39,4,5,5,455,Frequent Customers
2023-10-22,2024-05-03,60,0,Marthaland,38,25,3,20,12918,1.0,646,194,1,73,20,12917.79,5,4,5,545,Loyal Customers
2023-06-24,2024-01-06,33,1,Phillipbury,33,22,11,20,12240,2.0,612,196,1,178,20,12239.82,4,4,5,445,Big Spenders
2023-10-30,2024-03-12,43,1,Sheilafort,47,5,9,6,2314,1.0,386,134,1,113,6,2314.01,5,2,1,521,Loyal Customers
2023-08-08,2023-09-01,31,0,Josephside,7,1,1,21,9393,,447,24,1,308,21,9392.65,3,5,4,354,Frequent Customers
2023-03-31,2023-10-29,22,1,New Stephen,81,41,1,7,3290,2.0,470,212,1,251,7,3290.5,4,2,2,422,Others
2020-01-29,2021-12-07,65,0,Amyville,170,82,17,25,14414,,577,678,2,979,25,14414.35,1,5,5,155,Frequent Customers
2024-05-24,2024-05-26,20,0,Brittneyberg,1,1,1,12,4971,1.0,414,2,1,37,12,4971.28,5,3,2,532,Loyal Customers
2024-01-08,2024-02-19,60,0,Wallstad,6,5,1,8,3114,1.0,389,42,1,140,8,3113.81,5,2,1,521,Loyal Customers
2023-11-14,2023-12-13,59,1,South Stephanieport,13,2,1,23,13743,1.0,598,29,1,202,23,13743.06,4,5,5,455,Frequent Customers
2023-01-04,2023-09-26,60,1,Robertfort,110,10,8,12,6576,2.0,548,265,1,298,12,6575.7,4,3,3,433,Others
2020-04-28,2024-03-07,21,0,Hartshire,271,86,2,1,1997,,1997,1409,4,673,1,1997.08,2,1,1,211,Others
2021-11-26,2022-10-06,25,0,Solisport,117,23,10,15,5480,,365,314,1,669,15,5479.84,2,3,2,232,Others
2020-11-17,2023-08-30,29,0,North Kyle,425,19,87,4,2244,,561,1016,3,422,4,2243.5199999999995,3,1,1,311,Others
2024-04-26,2024-05-28,65,0,Kelliland,9,3,2,4,2649,2.0,662,32,1,57,4,2649.37,5,1,1,511,Loyal Customers
2020-12-02,2022-08-16,48,1,East Melanie,68,55,3,3,287,3.0,96,622,2,820,3,287.35,1,1,1,111,At Risk
2023-07-28,2024-02-26,20,0,East Brandon,20,36,14,3,3183,2.0,1061,213,1,151,3,3182.81,4,1,2,412,Others
2023-11-30,2024-04-02,50,0,Tracychester,44,12,4,13,7181,2.0,552,124,1,106,13,7180.65,5,3,3,533,Loyal Customers
2022-05-11,2023-06-22,59,0,Judyburgh,11,10,3,5,2433,2.0,487,407,2,432,5,2433.21,3,1,1,311,Others
2021-03-24,2022-10-27,28,0,North Williamchester,196,93,53,5,2866,2.0,573,582,2,715,5,2865.91,2,1,1,211,Others
2020-11-28,2023-10-19,35,0,Vazquezmouth,159,22,96,13,7238,,557,1055,3,276,13,7237.81,4,3,3,433,Others
2021-11-03,2023-12-07,48,0,New Brendachester,85,23,57,15,11373,1.0,758,764,3,213,15,11373.27,4,3,4,434,Others
2024-03-12,2024-03-25,24,1,Watsonburgh,3,1,1,10,6111,1.0,611,13,1,99,10,6110.98,5,2,3,523,Loyal Customers
2022-01-17,2024-01-23,31,0,East Stacybury,170,29,53,21,12296,2.0,586,736,3,162,21,12295.97,4,5,5,455,Frequent Customers
2021-04-29,2023-10-19,41,0,Frankmouth,136,25,9,6,1207,3.0,201,903,3,286,6,1206.78,4,2,1,421,Others
2020-09-18,2022-07-15,40,1,South Dustinhaven,329,4,44,11,6793,2.0,618,665,2,719,11,6792.97,2,3,3,233,Others
2022-07-08,2022-09-08,21,1,Lake Lisaberg,21,8,5,11,6884,1.0,626,62,1,665,11,6884.42,2,3,3,233,Others
2020-03-20,2022-06-30,25,0,North Benjamin,67,82,61,17,8960,,527,832,3,862,17,8959.73,1,4,3,143,Others
2020-01-04,2024-05-05,42,1,Fitzgeraldhaven,511,112,108,5,2716,,543,1583,5,403,5,2716.04,3,1,1,311,Others
2020-11-10,2021-05-20,62,1,New Kathleen,92,12,12,9,7121,,791,191,1,1150,9,7121.4800000000005,1,2,3,123,Others
2023-10-18,2023-12-07,20,1,West Jessicaside,5,5,2,8,4257,1.0,532,50,1,226,8,4257.43,4,2,2,422,Others
2020-03-29,2023-04-28,44,0,Hudsonbury,61,14,44,1,369,,369,1125,4,770,1,369.48,2,1,1,211,Others
2023-11-15,2024-05-01,59,1,East Jonathanfurt,25,17,11,18,8048,1.0,447,168,1,78,18,8048.13,5,4,3,543,Loyal Customers
2024-02-03,2024-02-24,54,1,Velasquezland,6,2,1,11,6292,4.0,572,21,1,129,11,6291.6900000000005,5,3,3,533,Loyal Customers
2022-05-01,2023-07-07,31,1,Lake Brookefurt,72,28,28,1,337,1.0,337,432,2,790,1,337.41,2,1,1,211,Others
2022-08-13,2024-05-01,65,0,Mcguireshire,30,69,27,13,9635,,741,627,2,63,13,9635.03,5,3,4,534,Loyal Customers
2020-04-27,2022-01-08,29,0,East Luisburgh,105,115,56,20,11802,2.0,590,621,2,916,20,11802.5,1,4,4,144,Others
2020-02-06,2024-05-14,50,0,East Christophermouth,250,69,49,18,11817,2.0,656,1559,5,73,18,11816.71,5,4,4,544,Loyal Customers
2022-10-07,2023-09-20,21,0,North Christinafurt,84,22,20,17,9146,2.0,538,348,1,323,17,9146.18,3,4,4,344,Others
2020-05-15,2023-04-03,31,1,New Tara,312,94,87,3,1991,1.0,664,1053,3,691,3,1991.4,2,1,1,211,Others
2023-12-12,2024-02-02,55,1,Meyerborough,10,4,3,18,9258,1.0,514,52,1,153,18,9257.69,4,4,4,444,Others
2021-12-14,2023-12-04,49,1,East Williamland,294,46,67,21,12081,,575,720,2,246,21,12081.02,4,5,5,455,Frequent Customers
2020-12-28,2023-08-11,29,0,Johnshire,219,182,27,8,4925,3.0,616,956,3,413,8,4924.87,3,2,2,322,Others
2021-02-10,2022-06-16,67,1,West Heather,113,25,28,16,10910,1.0,682,491,2,748,16,10910.43,2,4,4,244,Others
2022-09-23,2023-07-29,25,1,North Steven,95,10,28,3,866,1.0,289,309,1,378,3,865.53,3,1,1,311,Others
2022-03-07,2024-02-07,63,1,Lake Jennifer,150,40,65,21,16751,,798,702,2,159,21,16751.17,4,5,5,455,Frequent Customers
2024-02-21,2024-03-20,42,0,Castillofort,10,2,1,10,8247,,825,28,1,105,10,8246.99,5,2,3,523,Loyal Customers
2022-01-19,2023-11-26,62,0,New Bridget,335,17,57,14,8511,,608,676,2,258,14,8511.14,4,3,3,433,Others
2021-02-11,2024-01-22,34,1,Jacobview,358,43,32,9,5789,2.0,643,1075,3,403,9,5789.290000000001,3,2,2,322,Others
2022-01-20,2022-06-13,69,0,Port Brandon,41,19,8,3,1997,3.0,666,144,1,819,3,1996.63,1,1,1,111,At Risk
2020-06-17,2020-07-27,56,1,Paulland,8,5,1,23,17276,2.0,751,40,1,1436,23,17275.77,1,5,5,155,Frequent Customers
2020-12-28,2021-06-30,58,1,West Nicoleport,30,15,2,21,11672,2.0,556,184,1,1107,21,11672.23,1,5,4,154,Frequent Customers
2022-04-18,2022-12-25,29,1,Longfurt,101,26,4,15,10018,,668,251,1,558,15,10018.34,2,3,4,234,Others
2021-06-25,2022-02-08,30,0,Jamesfurt,47,40,4,16,11882,,743,228,1,935,16,11881.58,1,4,4,144,Others
2022-05-08,2022-09-08,37,1,Reidburgh,37,23,3,13,9794,3.0,753,123,1,664,13,9793.83,2,3,4,234,Others
2021-12-29,2024-02-11,40,1,Brianview,368,107,76,17,13967,2.0,822,774,3,167,17,13967.15,4,4,5,445,Big Spenders
2024-04-01,2024-05-30,25,1,New Amanda,24,10,4,13,8091,1.0,622,59,1,33,13,8090.54,5,3,3,533,Loyal Customers
2024-03-11,2024-05-03,40,0,Salazarside,13,6,4,12,6494,,541,53,1,63,12,6494.2,5,3,3,533,Loyal Customers
2022-04-16,2023-11-22,25,1,Meganville,245,104,34,7,4229,1.0,604,585,2,273,7,4229.099999999999,4,2,2,422,Others
2021-12-12,2022-11-07,39,0,West Teresa,37,38,7,12,8795,2.0,733,330,1,612,12,8794.8,2,3,3,233,Others
2024-01-10,2024-02-28,30,1,North Russellport,6,3,3,14,6638,1.0,474,49,1,125,14,6637.5599999999995,5,3,3,533,Loyal Customers
2023-01-14,2023-12-09,32,1,Allenchester,116,25,3,11,5956,3.0,541,329,1,242,11,5955.85,4,3,2,432,Others
2021-03-18,2023-09-01,25,1,Port Ashleyland,207,75,54,11,5950,4.0,541,897,3,413,11,5950.36,3,3,2,332,Others
2020-02-15,2021-05-18,18,1,Port Laura,225,18,38,10,4772,2.0,477,458,2,1142,10,4772.42,1,2,2,122,Others
2022-05-18,2023-05-22,47,0,Carrfurt,165,9,2,16,8393,2.0,525,369,2,420,16,8392.619999999999,3,4,3,343,Others
2024-03-21,2024-04-26,30,0,Mullenborough,4,4,1,9,5562,2.0,618,36,1,67,9,5562.33,5,2,2,522,Loyal Customers
2020-04-13,2021-11-29,21,1,Gregbury,239,34,56,1,395,1.0,395,595,2,1343,1,394.54,1,1,1,111,At Risk
2021-05-26,2024-03-28,45,1,Pereztown,504,6,52,25,18206,3.0,728,1037,3,101,25,18206.22,5,5,5,555,Best Customers
2021-10-21,2022-05-29,25,1,Vegashire,71,26,14,8,4147,1.0,518,220,1,769,8,4146.5599999999995,2,2,2,222,Others
2020-07-04,2022-05-24,66,1,Wheelerview,183,16,21,18,7795,2.0,433,689,2,803,18,7794.88,1,4,3,143,Others
2023-01-13,2023-04-17,52,1,Lake Brittany,35,3,5,1,483,4.0,483,94,1,450,1,483.28,3,1,1,311,Others
2022-07-25,2024-01-09,25,0,Nicolestad,109,61,37,5,3330,,666,533,2,276,5,3330.42,4,1,2,412,Others
2020-09-12,2023-08-29,63,1,Port Richardstad,173,38,47,13,5066,3.0,390,1081,3,312,13,5065.79,3,3,2,332,Others
2021-08-16,2024-03-14,25,0,West Jasonfort,312,132,86,2,889,1.0,444,941,3,517,2,888.67,2,1,1,211,Others
2020-07-09,2022-09-04,30,1,Kennethview,90,50,21,15,7096,3.0,473,787,3,814,15,7095.91,1,3,3,133,Others
2020-08-09,2020-11-20,30,1,South Ellen,13,16,5,9,4551,1.0,506,103,1,1334,9,4550.93,1,2,2,122,Others
2021-04-19,2022-12-08,21,1,South Brian,152,116,58,3,3636,3.0,1212,598,2,799,3,3635.56,1,1,2,112,Others
2024-05-06,2024-05-18,25,1,North Bonnie,4,1,1,13,7814,1.0,601,12,1,45,13,7813.89,5,3,3,533,Loyal Customers
2022-04-14,2023-01-05,22,1,Juliebury,38,45,7,6,4725,3.0,788,266,1,587,6,4725.11,2,2,2,222,Others
2022-11-11,2023-06-04,43,1,Atkinsonbury,75,35,5,5,2524,,505,205,1,416,5,2524.45,3,1,1,311,Others
2022-01-30,2022-04-15,20,1,Hopkinsstad,10,12,2,24,14153,3.0,590,75,1,811,24,14152.62,1,5,5,155,Frequent Customers
2023-10-06,2023-12-31,30,1,Aaronborough,12,5,1,23,15480,3.0,673,86,1,184,23,15479.86,4,5,5,455,Frequent Customers
2021-06-01,2023-05-17,25,0,Smithmouth,291,44,27,25,15306,1.0,612,715,2,412,25,15305.869999999999,3,5,5,355,Frequent Customers
2020-11-08,2022-07-03,62,0,South Emilyland,82,23,35,21,15485,,737,602,2,857,21,15484.71,1,5,5,155,Frequent Customers
2023-09-17,2024-03-16,22,1,New Barbara,4,31,4,7,4742,1.0,677,181,1,123,7,4741.83,5,2,2,522,Loyal Customers
2020-04-20,2021-09-23,60,0,East James,258,73,28,8,1985,,248,521,2,1046,8,1985.2,1,2,1,121,Others
2022-10-19,2022-11-12,27,0,Port Diana,7,3,1,10,7699,1.0,770,24,1,599,10,7698.78,2,2,3,223,Others
2021-06-01,2023-11-17,41,0,East Carla,333,116,63,2,1459,,729,899,3,490,2,1458.73,3,1,1,311,Others
2020-02-01,2023-11-03,40,0,East Ryan,214,70,60,13,6434,1.0,495,1371,4,322,13,6433.51,3,3,3,333,Others
2023-03-14,2024-01-08,39,1,West Samanthaside,1,43,5,9,4773,1.0,530,300,1,177,9,4773.08,4,2,2,422,Others
2020-03-27,2024-02-06,61,1,Williamland,328,21,59,7,4368,,624,1411,4,177,7,4368.23,4,2,2,422,Others
2021-06-22,2023-12-14,25,1,South Mary,335,12,72,9,5299,2.0,589,905,3,341,9,5299.27,3,2,2,322,Others
2023-06-22,2023-12-12,23,0,North Victor,60,5,14,18,12341,,686,173,1,205,18,12340.71,4,4,5,445,Big Spenders
2022-02-11,2024-04-04,47,1,East Terrence,370,28,2,19,9116,2.0,480,783,3,99,19,9116.279999999999,5,4,4,544,Loyal Customers
2020-09-13,2023-11-05,38,0,New Nathan,233,111,77,3,1553,2.0,518,1148,4,752,3,1552.85,2,1,1,211,Others
2022-06-06,2023-11-27,39,0,Lake Gavin,262,9,46,23,11763,2.0,511,539,2,279,23,11763.08,4,5,4,454,Frequent Customers
2021-11-07,2023-03-10,28,1,New Amanda,147,6,37,14,7119,3.0,509,488,2,483,14,7119.25,3,3,3,333,Others
2021-01-24,2022-07-21,25,1,North Nicolebury,205,64,45,11,5151,,468,543,2,778,11,5151.48,2,3,2,232,Others
2020-06-29,2022-12-28,35,0,North Mikaylastad,133,167,64,21,9181,1.0,437,912,3,570,21,9181.18,2,5,4,254,Frequent Customers
2022-04-23,2022-09-02,25,1,Robinsonshire,63,9,10,19,11940,1.0,628,132,1,670,19,11940.37,2,4,4,244,Others
2021-11-27,2023-05-16,44,1,New Paigemouth,25,77,23,18,10683,,594,535,2,442,18,10683.25,3,4,4,344,Others
2021-12-04,2023-11-03,69,1,Martinborough,269,61,53,4,2080,2.0,520,699,2,558,4,2079.95,2,1,1,211,Others
2021-02-19,2024-01-31,25,0,New Dakota,186,177,37,25,11846,2.0,474,1076,3,200,25,11846.26,4,5,4,454,Frequent Customers
2021-12-21,2022-09-03,23,0,Dawnville,78,38,10,21,14479,1.0,689,256,1,673,21,14479.35,2,5,5,255,Frequent Customers
2023-01-03,2023-07-18,62,0,Katherinestad,32,23,3,10,4346,3.0,435,196,1,358,10,4346.36,3,2,2,322,Others
2022-12-02,2023-06-08,59,0,Bryanmouth,23,21,13,22,12666,3.0,576,188,1,403,22,12665.93,3,5,5,355,Frequent Customers
2024-03-12,2024-05-15,57,1,Lake Benjamin,2,7,1,17,14925,,878,64,1,50,17,14924.97,5,4,5,545,Loyal Customers
2022-06-25,2022-09-24,62,0,Lisachester,34,10,1,14,8004,2.0,572,91,1,653,14,8004.450000000001,2,3,3,233,Others
2020-04-28,2021-01-13,57,0,Castanedamouth,59,19,18,5,2340,2.0,468,260,1,1323,5,2339.8199999999997,1,1,1,111,At Risk
2020-11-04,2023-09-20,53,0,Chadland,320,38,17,2,2568,3.0,1284,1050,3,455,2,2568.42,3,1,1,311,Others
2023-10-03,2024-01-16,53,1,Amyshire,16,10,1,14,6775,2.0,484,105,1,194,14,6774.9,4,3,3,433,Others
2023-10-05,2024-02-20,22,1,West Tiffanystad,10,17,8,2,2310,1.0,1155,138,1,227,2,2310.43,4,1,1,411,Others
2021-03-28,2024-04-05,30,0,East Deannamouth,485,20,61,3,915,,305,1104,4,195,3,914.8399999999999,4,1,1,411,Others
2021-03-30,2022-03-16,20,1,Chavezfort,116,43,30,10,4593,1.0,459,351,1,884,10,4593.42,1,2,2,122,Others
2023-05-12,2023-09-09,35,1,East Laura,18,19,6,23,15546,1.0,676,120,1,298,23,15545.74,4,5,5,455,Frequent Customers
2023-08-31,2024-05-06,47,0,South Carolstad,34,42,8,25,11695,3.0,468,249,1,64,25,11695.49,5,5,4,554,Loyal Customers
2020-06-05,2021-11-22,40,0,New Christopher,199,45,50,24,14767,2.0,615,535,2,976,24,14766.630000000001,1,5,5,155,Frequent Customers
2022-11-17,2023-11-22,30,0,Parkermouth,52,56,5,18,8874,,493,370,2,348,18,8873.64,3,4,3,343,Others
2022-06-29,2022-10-20,25,0,Hallmouth,21,4,10,7,2475,,354,113,1,621,7,2474.6,2,2,1,221,Others
2024-02-15,2024-04-10,32,0,Port Sharon,21,9,1,2,847,2.0,424,55,1,88,2,847.13,5,1,1,511,Loyal Customers
2022-11-19,2024-01-15,50,0,East Stacyland,184,62,26,14,6942,1.0,496,422,2,171,14,6941.759999999999,4,3,3,433,Others
2024-04-20,2024-04-22,56,0,North Austin,1,1,1,13,10588,2.0,814,2,1,71,13,10588.13,5,3,4,534,Loyal Customers
2024-01-01,2024-01-01,68,1,Herringberg,1,1,1,23,15800,,687,0,1,182,23,15799.66,4,5,5,455,Frequent Customers
2023-01-22,2023-09-18,36,0,Caldwellfurt,72,40,15,11,6325,1.0,575,239,1,290,11,6324.84,4,3,3,433,Others
2023-12-18,2024-03-05,55,1,Millerland,5,11,6,11,8153,3.0,741,78,1,125,11,8153.01,5,3,3,533,Loyal Customers
2024-03-12,2024-05-19,35,0,Schneiderton,16,7,4,3,949,3.0,316,68,1,76,3,949.2199999999999,5,1,1,511,Loyal Customers
2022-04-20,2024-01-26,30,0,Josephport,218,90,19,25,14887,2.0,595,646,2,171,25,14886.55,4,5,5,455,Frequent Customers
2023-01-09,2023-06-26,30,0,Port Derrickton,48,27,2,1,1534,,1534,168,1,421,1,1533.9,3,1,1,311,Others
2021-09-09,2024-01-25,25,1,Michaelport,135,52,20,11,10421,1.0,947,868,3,244,11,10421.04,4,3,4,434,Others
2022-07-29,2023-08-20,33,0,Reyesshire,173,40,24,18,6059,,337,387,2,325,18,6058.78,3,4,3,343,Others
2023-08-25,2023-12-16,51,1,East Karen,46,16,3,20,14332,3.0,717,113,1,201,20,14331.58,4,4,5,445,Big Spenders
2021-07-31,2024-05-20,32,1,Nicoleburgh,119,200,98,24,16938,1.0,706,1024,3,49,24,16938.32,5,5,5,555,Best Customers
2023-10-25,2024-05-18,44,1,Lake Angela,97,25,5,14,10150,2.0,725,206,1,46,14,10150.5,5,3,4,534,Loyal Customers
2023-09-01,2024-02-17,34,0,New Kelsey,29,3,11,21,11442,1.0,545,169,1,136,21,11441.7,5,5,4,554,Loyal Customers
2020-07-12,2024-04-20,25,0,Lake Travisbury,377,26,14,12,5503,2.0,459,1378,4,179,12,5502.53,4,3,2,432,Others
2020-07-04,2024-03-17,60,1,Lake Kaylachester,444,180,48,16,10828,1.0,677,1352,4,151,16,10828.43,4,4,4,444,Others
2021-08-04,2023-07-17,22,0,Lake Justin,287,25,11,25,12237,,489,712,2,387,25,12237.06,3,5,5,355,Frequent Customers
2022-05-28,2022-10-09,57,1,Clarkfort,45,9,3,7,3025,2.0,432,134,1,657,7,3024.8399999999997,2,2,1,221,Others
2021-06-27,2023-02-02,26,0,Lake Benjamin,130,45,56,7,4679,2.0,668,585,2,532,7,4678.8,2,2,2,222,Others
2021-07-02,2023-12-27,47,1,Taylorstad,392,140,59,7,4451,,636,908,3,220,7,4450.58,4,2,2,422,Others
2021-07-31,2023-03-01,37,1,West Cory,75,5,32,7,4012,1.0,573,578,2,493,7,4011.93,3,2,2,322,Others
2021-02-10,2024-05-09,41,0,South Patricia,353,139,18,6,4332,2.0,722,1184,4,270,6,4331.96,4,2,2,422,Others
2021-08-27,2022-12-06,25,1,Mccarthybury,44,2,16,13,6037,3.0,464,466,2,640,13,6037.36,2,3,3,233,Others
2020-10-22,2024-01-28,31,0,Port Stephaniemouth,298,94,98,22,11308,1.0,514,1193,4,245,22,11307.539999999999,4,5,4,454,Frequent Customers
2023-12-24,2024-05-11,41,1,Bushburgh,26,14,3,14,13494,2.0,964,139,1,56,14,13493.76,5,3,5,535,Loyal Customers
2021-03-15,2022-03-31,25,0,Port Christineton,141,31,32,24,11720,1.0,488,381,2,831,24,11720.11,1,5,4,154,Frequent Customers
2022-09-29,2023-08-04,33,0,West Alexanderview,153,44,11,4,3313,,828,309,1,479,4,3312.91,3,1,2,312,Others
2024-04-15,2024-05-26,25,0,Turnerbury,10,5,3,18,11174,2.0,621,41,1,39,18,11174.47,5,4,4,544,Loyal Customers
2022-03-21,2022-05-05,59,0,East Chelseahaven,9,6,2,14,9510,1.0,679,45,1,790,14,9509.93,2,3,4,234,Others
2022-02-24,2022-06-28,40,0,Lake Adamberg,56,10,11,13,4016,1.0,309,124,1,765,13,4016.19,2,3,2,232,Others
2020-12-29,2022-05-09,58,0,New Dorothyview,47,75,31,4,2525,3.0,631,496,2,839,4,2525.05,1,1,1,111,At Risk
2022-02-27,2023-03-03,63,1,New Kristin,181,59,16,17,12818,2.0,754,369,2,504,17,12817.98,2,4,5,245,Big Spenders
2022-06-28,2023-11-05,34,1,Jacobberg,114,76,15,15,9325,,622,495,2,273,15,9325.35,4,3,4,434,Others
2023-04-09,2023-11-21,19,0,Juanmouth,3,17,3,1,195,4.0,195,226,1,379,1,194.62,3,1,1,311,Others
2021-02-23,2022-10-18,66,0,North Andrea,166,84,32,15,8254,1.0,550,602,2,726,15,8254.25,2,3,3,233,Others
2021-10-04,2023-08-18,65,1,Jacksonfort,338,116,33,12,7034,1.0,586,683,2,453,12,7034.16,3,3,3,333,Others
2022-03-26,2024-02-21,22,0,Port Jackson,273,62,66,8,3570,,446,697,2,304,8,3570.02,3,2,2,322,Others
2024-01-01,2024-01-17,23,0,Lake Elizabethchester,2,1,1,15,9132,,609,16,1,167,15,9131.61,4,3,4,434,Others
2023-09-28,2024-05-30,21,1,Hickmanchester,112,1,18,8,7336,1.0,917,245,1,35,8,7336.01,5,2,3,523,Loyal Customers
2020-03-24,2023-03-07,42,0,Stevensberg,224,5,47,5,1506,,301,1078,3,848,5,1506.1,1,1,1,111,At Risk
2020-04-04,2022-12-28,67,0,East Jamie,464,143,21,25,14842,1.0,594,998,3,626,25,14841.82,2,5,5,255,Frequent Customers
2023-01-12,2023-11-07,37,0,Bentonview,25,49,11,16,8267,,517,299,1,269,16,8266.61,4,4,3,443,Others
2021-06-29,2024-04-09,25,1,New Philipchester,227,95,47,8,5585,,698,1015,3,233,8,5585.15,4,2,2,422,Others
2020-04-12,2022-02-27,60,0,New Linda,136,16,9,14,6126,2.0,438,686,2,929,14,6126.29,1,3,3,133,Others
2022-11-30,2024-01-12,22,1,North Ashley,136,80,33,8,6486,1.0,811,408,2,180,8,6486.38,4,2,3,423,Others
2022-02-17,2024-05-15,22,1,Lake James,5,92,73,10,7106,,711,818,3,134,10,7106.5,5,2,3,523,Loyal Customers
2022-05-11,2023-07-27,49,0,Fernandezview,43,57,33,21,11408,1.0,543,442,2,355,21,11407.55,3,5,4,354,Frequent Customers
2022-03-17,2022-12-09,18,0,South Francisco,130,21,6,15,7946,2.0,530,267,1,601,15,7946.16,2,3,3,233,Others
2021-04-17,2023-01-17,58,0,Amandaberg,43,106,55,7,3263,,466,640,2,741,7,3263.3199999999997,2,2,2,222,Others
2024-01-01,2024-02-29,18,0,Pattersontown,4,8,1,14,9750,1.0,696,59,1,124,14,9749.9,5,3,4,534,Loyal Customers
2022-11-19,2023-06-23,25,0,Port Yvette,78,5,8,10,5278,1.0,528,216,1,397,10,5278.18,3,2,2,322,Others
2022-10-18,2023-07-16,62,1,Amandaton,1,16,5,2,1189,3.0,594,271,1,492,2,1188.88,3,1,1,311,Others
2023-03-30,2024-04-20,53,1,East Christy,166,52,12,11,5960,1.0,542,387,2,93,11,5960.01,5,3,2,532,Loyal Customers
2021-07-04,2024-03-08,24,1,East Robertfurt,214,135,39,12,8694,,724,978,3,199,12,8693.86,4,3,3,433,Others
2024-04-18,2024-05-31,68,1,Lake Cassandra,9,1,2,21,11257,2.0,536,43,1,32,21,11257.49,5,5,4,554,Loyal Customers
2023-09-13,2023-10-24,30,0,North Jennifer,15,5,1,15,7129,2.0,475,41,1,254,15,7128.71,4,3,3,433,Others
2020-01-09,2022-02-15,64,1,Garciaville,367,78,65,25,17093,1.0,684,768,3,923,25,17092.76,1,5,5,155,Frequent Customers
2020-09-02,2023-04-04,26,0,Port Jason,265,163,59,21,10488,2.0,499,944,3,464,21,10488.12,3,5,4,354,Frequent Customers
2022-06-18,2024-03-04,26,1,Cortezview,266,94,49,9,6801,3.0,756,625,2,136,9,6801.43,5,2,3,523,Loyal Customers
2020-11-29,2021-04-27,49,0,Melanieshire,4,15,13,2,2440,1.0,1220,149,1,1273,2,2440.48,1,1,1,111,At Risk
2020-10-24,2022-12-12,30,1,Oconnorview,11,135,27,18,12116,1.0,673,779,3,607,18,12116.37,2,4,5,245,Big Spenders
2020-07-26,2023-02-10,53,1,Lake Melissaland,426,87,89,2,2535,1.0,1268,929,3,907,2,2535.17,1,1,1,111,At Risk
2022-03-09,2023-11-17,57,0,North Stevenport,80,51,4,14,7652,1.0,547,618,2,266,14,7652.11,4,3,3,433,Others
2022-03-30,2023-01-07,55,0,North Stephanie,49,38,20,7,3875,1.0,554,283,1,555,7,3875.27,2,2,2,222,Others
2023-03-19,2023-03-31,69,0,Philipmouth,4,1,1,14,10084,1.0,720,12,1,459,14,10084.15,3,3,4,334,Others
2021-03-01,2022-04-05,25,0,New Kristen,150,72,13,22,14461,1.0,657,400,2,820,22,14461.11,1,5,5,155,Frequent Customers
2021-06-21,2023-08-28,52,1,New Ryan,219,11,43,14,11749,2.0,839,798,3,407,14,11749.25,3,3,4,334,Others
2024-05-26,2024-05-30,65,0,South Crystaltown,1,1,1,23,14611,,635,4,1,33,23,14611.37,5,5,5,555,Best Customers
2022-12-07,2023-09-15,20,1,Wallacemouth,20,20,27,23,13461,1.0,585,282,1,300,23,13460.800000000001,3,5,5,355,Frequent Customers
2021-12-05,2024-04-01,20,0,Joelchester,388,44,21,17,11838,,696,848,3,110,17,11837.55,5,4,4,544,Loyal Customers
2021-11-08,2023-11-15,48,0,Gilbertchester,254,4,22,8,3852,3.0,482,737,3,322,8,3852.2,3,2,2,322,Others
2022-04-13,2022-12-29,27,1,West Jaymouth,106,10,21,22,10661,1.0,485,260,1,551,22,10660.68,2,5,4,254,Frequent Customers
